# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

# DegenGeom Type, Name, SurfNdx, GeomID
LIFTING_SURFACE,StabHor,0,WUTDECXIUE
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,24,33
# x,y,z,u,w
7.140889115397857090e-01, 1.000000000000000056e-01, 2.309100787681907241e-02, 2.000000000000000000e+00, 3.586533649582798411e+00
7.753559202379064486e-01, 1.000000000000000056e-01, 1.591549531096615386e-02, 2.000000000000000000e+00, 3.723464124463156111e+00
8.219681715023331448e-01, 1.000000000000000056e-01, 1.008826310761962164e-02, 2.000000000000000000e+00, 3.827739635619072267e+00
8.560510010059103614e-01, 1.000000000000000056e-01, 5.620521114600088818e-03, 2.000000000000000000e+00, 3.904044169930655173e+00
8.802563223930367498e-01, 1.000000000000000056e-01, 2.338069755536296632e-03, 2.000000000000000000e+00, 3.958266880232111262e+00
8.970933130346743223e-01, 1.000000000000000056e-01, 0.000000000000000000e+00, 2.000000000000000000e+00, 4.000000000000000000e+00
1.051736859117522460e+00, 1.466666666666666952e-01, 0.000000000000000000e+00, 2.333333333333333481e+00, 0.000000000000000000e+00
1.032093738723221410e+00, 1.466666666666666952e-01, -2.727870890123198968e-03, 2.333333333333333481e+00, 4.173311976788848798e-02
1.003854267424948210e+00, 1.466666666666666952e-01, -6.557629693310400992e-03, 2.333333333333333481e+00, 9.595583006934514658e-02
9.640908756740130814e-01, 1.466666666666666674e-01, -1.176964894786650812e-02, 2.333333333333333481e+00, 1.722603643809275942e-01
9.097099008546265519e-01, 1.466666666666666952e-01, -1.856807786279382477e-02, 2.333333333333333481e+00, 2.765358755368440558e-01
8.382317240401528924e-01, 1.466666666666667229e-01, -2.693950918962222107e-02, 2.333333333333333481e+00, 4.134663504172013671e-01
7.490276335353454051e-01, 1.466666666666666952e-01, -3.647435088906406109e-02, 2.333333333333333481e+00, 5.841612375912467181e-01
6.446290312567288794e-01, 1.466666666666666952e-01, -4.621397189844358988e-02, 2.333333333333333481e+00, 7.836633902842906618e-01
5.312456343183694640e-01, 1.466666666666666952e-01, -5.467296230095565479e-02, 2.333333333333333481e+00, 1.000000000000000000e+00
4.176827257906515212e-01, 1.466666666666666952e-01, -6.018236882555595690e-02, 2.333333333333333481e+00, 1.216336609715709338e+00
3.128454743051211073e-01, 1.466666666666667229e-01, -6.152657763259609947e-02, 2.333333333333333481e+00, 1.415838762408753171e+00
2.231956139484857771e-01, 1.466666666666666952e-01, -5.845882940755074003e-02, 2.333333333333333481e+00, 1.586533649582798633e+00
1.515650079524944183e-01, 1.466666666666667229e-01, -5.165093556821388765e-02, 2.333333333333333481e+00, 1.723464124463156111e+00
9.761369522258582510e-02, 1.466666666666666952e-01, -4.212717120097492912e-02, 2.333333333333333481e+00, 1.827739635619072267e+00
5.924042120553418139e-02, 1.466666666666666952e-01, -3.059405179973177444e-02, 2.333333333333333481e+00, 1.904044169930654951e+00
3.443906955226463257e-02, 1.466666666666666674e-01, -1.679077100331959060e-02, 2.333333333333333481e+00, 1.958266880232111484e+00
2.507019245085575360e-02, 1.466666666666666952e-01, 0.000000000000000000e+00, 2.333333333333333481e+00, 2.000000000000000000e+00
3.443906955226436195e-02, 1.466666666666666952e-01, 1.679077100331937203e-02, 2.333333333333333481e+00, 2.041733119767888294e+00
5.924042120553396629e-02, 1.466666666666666952e-01, 3.059405179973169811e-02, 2.333333333333333481e+00, 2.095955830069344827e+00
9.761369522258567244e-02, 1.466666666666666952e-01, 4.212717120097488749e-02, 2.333333333333333481e+00, 2.172260364380927733e+00
1.515650079524944460e-01, 1.466666666666666952e-01, 5.165093556821388071e-02, 2.333333333333333481e+00, 2.276535875536843889e+00
2.231956139484860824e-01, 1.466666666666666952e-01, 5.845882940755074697e-02, 2.333333333333333481e+00, 2.413466350417201589e+00
3.128454743051208853e-01, 1.466666666666666952e-01, 6.152657763259607171e-02, 2.333333333333333481e+00, 2.584161237591246607e+00
4.176827257906514101e-01, 1.466666666666666952e-01, 6.018236882555598466e-02, 2.333333333333333481e+00, 2.783663390284290440e+00
5.312456343183693530e-01, 1.466666666666666952e-01, 5.467296230095566173e-02, 2.333333333333333481e+00, 3.000000000000000000e+00
6.446290312567282133e-01, 1.466666666666666952e-01, 4.621397189844361070e-02, 2.333333333333333481e+00, 3.216336609715709116e+00
7.490276335353447390e-01, 1.466666666666666952e-01, 3.647435088906411660e-02, 2.333333333333333481e+00, 3.415838762408752949e+00
8.382317240401525593e-01, 1.466666666666666952e-01, 2.693950918962225924e-02, 2.333333333333333481e+00, 3.586533649582798411e+00
9.097099008546266630e-01, 1.466666666666666952e-01, 1.856807786279385253e-02, 2.333333333333333481e+00, 3.723464124463156111e+00
9.640908756740129704e-01, 1.466666666666666952e-01, 1.176964894786661567e-02, 2.333333333333333481e+00, 3.827739635619072267e+00
1.003854267424948210e+00, 1.466666666666666952e-01, 6.557629693310440024e-03, 2.333333333333333481e+00, 3.904044169930655173e+00
1.032093738723221410e+00, 1.466666666666666952e-01, 2.727870890123243203e-03, 2.333333333333333481e+00, 3.958266880232111262e+00
1.051736859117522460e+00, 1.466666666666666952e-01, 0.000000000000000000e+00, 2.333333333333333481e+00, 4.000000000000000000e+00
1.206380405200370376e+00, 1.933333333333333293e-01, 0.000000000000000000e+00, 2.666666666666666519e+00, 0.000000000000000000e+00
1.183931155053405959e+00, 1.933333333333333570e-01, -3.117672024710140335e-03, 2.666666666666666519e+00, 4.173311976788848798e-02
1.151657533843986059e+00, 1.933333333333333015e-01, -7.494738272020752198e-03, 2.666666666666666519e+00, 9.595583006934514658e-02
1.106213579845692685e+00, 1.933333333333333015e-01, -1.345103478811348827e-02, 2.666666666666666519e+00, 1.722603643809275942e-01
1.044063881471346544e+00, 1.933333333333333293e-01, -2.122066041462151650e-02, 2.666666666666666519e+00, 2.765358755368440558e-01
9.623745365405196317e-01, 1.933333333333333293e-01, -3.078801050242539403e-02, 2.666666666666666519e+00, 4.134663504172013671e-01
8.604269950575218484e-01, 1.933333333333333570e-01, -4.168468873182232248e-02, 2.666666666666666519e+00, 5.841612375912467181e-01
7.411143162166062837e-01, 1.933333333333333293e-01, -5.281596788393551345e-02, 2.666666666666666519e+00, 7.836633902842906618e-01
6.115332911441956343e-01, 1.933333333333333293e-01, -6.248338548680645171e-02, 2.666666666666666519e+00, 1.000000000000000000e+00
4.817471099696608583e-01, 1.933333333333333570e-01, -6.877985008634966702e-02, 2.666666666666666519e+00, 1.216336609715709338e+00
3.619331674766725904e-01, 1.933333333333333570e-01, -7.031573362930300386e-02, 2.666666666666666519e+00, 1.415838762408753171e+00
2.594761848277694627e-01, 1.933333333333333293e-01, -6.680981824998606655e-02, 2.666666666666666519e+00, 1.586533649582798633e+00
1.776125752974813121e-01, 1.933333333333333570e-01, -5.902964064938731603e-02, 2.666666666666666519e+00, 1.723464124463156111e+00
1.159539321775857890e-01, 1.933333333333333293e-01, -4.814533851539990611e-02, 2.666666666666666519e+00, 1.827739635619072267e+00
7.209876187238389855e-02, 1.933333333333333848e-01, -3.496463062826488111e-02, 2.666666666666666519e+00, 1.904044169930654951e+00
4.375435998293297768e-02, 1.933333333333333015e-01, -1.918945257522239323e-02, 2.666666666666666519e+00, 1.958266880232111484e+00
3.304707186703712690e-02, 1.933333333333333293e-01, 0.000000000000000000e+00, 2.666666666666666519e+00, 2.000000000000000000e+00
4.375435998293268625e-02, 1.933333333333333293e-01, 1.918945257522213996e-02, 2.666666666666666519e+00, 2.041733119767888294e+00
7.209876187238366263e-02, 1.933333333333333293e-01, 3.496463062826479090e-02, 2.666666666666666519e+00, 2.095955830069344827e+00
1.159539321775856086e-01, 1.933333333333333293e-01, 4.814533851539987142e-02, 2.666666666666666519e+00, 2.172260364380927733e+00
1.776125752974813676e-01, 1.933333333333333293e-01, 5.902964064938730215e-02, 2.666666666666666519e+00, 2.276535875536843889e+00
2.594761848277699068e-01, 1.933333333333333015e-01, 6.680981824998609431e-02, 2.666666666666666519e+00, 2.413466350417201589e+00
3.619331674766723128e-01, 1.933333333333333293e-01, 7.031573362930296223e-02, 2.666666666666666519e+00, 2.584161237591246607e+00
4.817471099696606918e-01, 1.933333333333333293e-01, 6.877985008634969477e-02, 2.666666666666666519e+00, 2.783663390284290440e+00
6.115332911441956343e-01, 1.933333333333333293e-01, 6.248338548680646559e-02, 2.666666666666666519e+00, 3.000000000000000000e+00
7.411143162166056175e-01, 1.933333333333333293e-01, 5.281596788393554120e-02, 2.666666666666666519e+00, 3.216336609715709116e+00
8.604269950575209602e-01, 1.933333333333333293e-01, 4.168468873182237799e-02, 2.666666666666666519e+00, 3.415838762408752949e+00
9.623745365405191876e-01, 1.933333333333333293e-01, 3.078801050242544260e-02, 2.666666666666666519e+00, 3.586533649582798411e+00
1.044063881471346766e+00, 1.933333333333333015e-01, 2.122066041462154079e-02, 2.666666666666666519e+00, 3.723464124463156111e+00
1.106213579845692685e+00, 1.933333333333333570e-01, 1.345103478811360623e-02, 2.666666666666666519e+00, 3.827739635619072267e+00
1.151657533843986059e+00, 1.933333333333333570e-01, 7.494738272020790362e-03, 2.666666666666666519e+00, 3.904044169930655173e+00
1.183931155053405959e+00, 1.933333333333333570e-01, 3.117672024710188474e-03, 2.666666666666666519e+00, 3.958266880232111262e+00
1.206380405200370376e+00, 1.933333333333333293e-01, 0.000000000000000000e+00, 2.666666666666666519e+00, 4.000000000000000000e+00
1.361023951283218736e+00, 2.400000000000000189e-01, 0.000000000000000000e+00, 3.000000000000000000e+00, 0.000000000000000000e+00
1.335768571383590952e+00, 2.399999999999999911e-01, -3.507473159297081703e-03, 3.000000000000000000e+00, 4.173311976788848798e-02
1.299460800263024129e+00, 2.400000000000000189e-01, -8.431846850731103404e-03, 3.000000000000000000e+00, 9.595583006934514658e-02
1.248336284017372844e+00, 2.399999999999999911e-01, -1.513242062836047189e-02, 3.000000000000000000e+00, 1.722603643809275942e-01
1.178417862088066759e+00, 2.399999999999999911e-01, -2.387324296644920824e-02, 3.000000000000000000e+00, 2.765358755368440558e-01
1.086517349040886371e+00, 2.400000000000000189e-01, -3.463651181522856004e-02, 3.000000000000000000e+00, 4.134663504172013671e-01
9.718263565796980696e-01, 2.399999999999999911e-01, -4.689502657458058388e-02, 3.000000000000000000e+00, 5.841612375912467181e-01
8.375996011764839100e-01, 2.400000000000000189e-01, -5.941796386942746477e-02, 3.000000000000000000e+00, 7.836633902842906618e-01
6.918209479700219156e-01, 2.400000000000000189e-01, -7.029380867265726252e-02, 3.000000000000000000e+00, 1.000000000000000000e+00
5.458114941486702509e-01, 2.400000000000000189e-01, -7.737733134714337713e-02, 3.000000000000000000e+00, 1.216336609715709338e+00
4.110208606482241844e-01, 2.400000000000000189e-01, -7.910488962600989438e-02, 3.000000000000000000e+00, 1.415838762408753171e+00
2.957567557070532871e-01, 2.400000000000000189e-01, -7.516080709242142777e-02, 3.000000000000000000e+00, 1.586533649582798633e+00
2.036601426424682337e-01, 2.400000000000000466e-01, -6.640834573056073054e-02, 3.000000000000000000e+00, 1.723464124463156111e+00
1.342941691325857390e-01, 2.399999999999999911e-01, -5.416350582982491085e-02, 3.000000000000000000e+00, 1.827739635619072267e+00
8.495710253923362265e-02, 2.400000000000000189e-01, -3.933520945679799125e-02, 3.000000000000000000e+00, 1.904044169930654951e+00
5.306965041360135749e-02, 2.399999999999999911e-01, -2.158813414712519238e-02, 3.000000000000000000e+00, 1.958266880232111484e+00
4.102395128321850715e-02, 2.400000000000000189e-01, 0.000000000000000000e+00, 3.000000000000000000e+00, 2.000000000000000000e+00
5.306965041360101054e-02, 2.400000000000000189e-01, 2.158813414712490789e-02, 3.000000000000000000e+00, 2.041733119767888294e+00
8.495710253923337285e-02, 2.399999999999999911e-01, 3.933520945679789410e-02, 3.000000000000000000e+00, 2.095955830069344827e+00
1.342941691325855447e-01, 2.400000000000000189e-01, 5.416350582982486228e-02, 3.000000000000000000e+00, 2.172260364380927733e+00
2.036601426424682892e-01, 2.400000000000000189e-01, 6.640834573056073054e-02, 3.000000000000000000e+00, 2.276535875536843889e+00
2.957567557070537312e-01, 2.400000000000000189e-01, 7.516080709242145552e-02, 3.000000000000000000e+00, 2.413466350417201589e+00
4.110208606482238514e-01, 2.399999999999999911e-01, 7.910488962600985274e-02, 3.000000000000000000e+00, 2.584161237591246607e+00
5.458114941486700289e-01, 2.400000000000000466e-01, 7.737733134714341876e-02, 3.000000000000000000e+00, 2.783663390284290440e+00
6.918209479700219156e-01, 2.400000000000000189e-01, 7.029380867265727639e-02, 3.000000000000000000e+00, 3.000000000000000000e+00
8.375996011764831328e-01, 2.400000000000000189e-01, 5.941796386942749253e-02, 3.000000000000000000e+00, 3.216336609715709116e+00
9.718263565796974035e-01, 2.400000000000000189e-01, 4.689502657458065327e-02, 3.000000000000000000e+00, 3.415838762408752949e+00
1.086517349040885927e+00, 2.399999999999999911e-01, 3.463651181522862249e-02, 3.000000000000000000e+00, 3.586533649582798411e+00
1.178417862088066759e+00, 2.400000000000000466e-01, 2.387324296644923252e-02, 3.000000000000000000e+00, 3.723464124463156111e+00
1.248336284017372622e+00, 2.400000000000000189e-01, 1.513242062836059852e-02, 3.000000000000000000e+00, 3.827739635619072267e+00
1.299460800263024352e+00, 2.400000000000000466e-01, 8.431846850731143303e-03, 3.000000000000000000e+00, 3.904044169930655173e+00
1.335768571383590508e+00, 2.400000000000000189e-01, 3.507473159297134612e-03, 3.000000000000000000e+00, 3.958266880232111262e+00
1.361023951283218736e+00, 2.400000000000000189e-01, 0.000000000000000000e+00, 3.000000000000000000e+00, 4.000000000000000000e+00
1.351467388715110740e+00, 2.934730934453119722e-01, 0.000000000000000000e+00, 3.037393771640078288e+00, 0.000000000000000000e+00
1.326571624978565511e+00, 2.934730934453119722e-01, -3.437220783719297304e-03, 3.037393771640078288e+00, 4.173311976788848798e-02
1.290781003941068761e+00, 2.934730934453119722e-01, -8.262950675366021597e-03, 3.037393771640078288e+00, 9.595583006934514658e-02
1.240384996537956752e+00, 2.934730934453119722e-01, -1.482931971878951108e-02, 3.037393771640078288e+00, 1.722603643809275942e-01
1.171463422909054808e+00, 2.934730934453119722e-01, -2.339503040979274903e-02, 3.037393771640078288e+00, 2.765358755368440558e-01
1.080874034987622911e+00, 2.934730934453119722e-01, -3.394266815255282677e-02, 3.037393771640078288e+00, 4.134663504172013671e-01
9.678206221251024477e-01, 2.934730934453119722e-01, -4.595558312835509168e-02, 3.037393771640078288e+00, 5.841612375912467181e-01
8.355122054041195234e-01, 2.934730934453119722e-01, -5.822775499260695459e-02, 3.037393771640078288e+00, 7.836633902842906618e-01
6.918192781664925795e-01, 2.934730934453119722e-01, -6.888631299300786159e-02, 3.037393771640078288e+00, 1.000000000000000000e+00
5.479011917891309924e-01, 2.934730934453119722e-01, -7.582952461965974944e-02, 3.037393771640078288e+00, 1.216336609715709338e+00
4.150426366059836170e-01, 2.934730934453119722e-01, -7.752580392037916601e-02, 3.037393771640078288e+00, 1.415838762408753171e+00
3.014299184577399204e-01, 2.934730934453119722e-01, -7.366620676184289229e-02, 3.037393771640078288e+00, 1.586533649582798633e+00
2.106486469226797609e-01, 2.934730934453119722e-01, -6.509687404154970713e-02, 3.037393771640078288e+00, 1.723464124463156111e+00
1.422647383805854537e-01, 2.934730934453119722e-01, -5.310727539675925979e-02, 3.037393771640078288e+00, 1.827739635619072267e+00
9.360973083986026677e-02, 2.934730934453120277e-01, -3.858817184876939949e-02, 3.037393771640078288e+00, 1.904044169930654951e+00
6.212534416639019230e-02, 2.934730934453119722e-01, -2.120812812945281275e-02, 3.037393771640078288e+00, 1.958266880232111484e+00
